5, 1, 1, 1, 1, Inf, 216049.0000000000000000
6, 2, 1, 1, 1, Inf, 216049.0000000000000000
7, 3, 1, 1, 1, Inf, 216049.0000000000000000
8, 4, 1, 1, 1, Inf, 216049.0000000000000000
9, 5, 1, 1, 1, Inf, 216049.0000000000000000
10, 6, 1, 1, 1, 387.6254558563232422, 216049.0000000000000000
11, 7, 1, 1, 1, 509.6831917762756348, 216049.0000000000000000
12, 8, 1, 1, 1, 985.2050542831420898, 216049.0000000000000000
13, 9, 1, 1, 1, Inf, 216049.0000000000000000
14, 10, 1, 1, 1, 941.1919116973876953, 216049.0000000000000000
15, 11, 1, 1, 1, 486.9156777858734131, 216049.0000000000000000
16, 12, 1, 1, 1, Inf, 216049.0000000000000000
17, 13, 1, 1, 1, Inf, 216049.0000000000000000
18, 14, 1, 1, 1, Inf, 216049.0000000000000000
19, 15, 1, 1, 1, Inf, 216049.0000000000000000
20, 16, 1, 1, 1, Inf, 216049.0000000000000000
23, 1, 0, 1, 1, Inf, 216049.0000000000000000
24, 2, 0, 1, 1, Inf, 216049.0000000000000000
25, 3, 0, 1, 1, Inf, 216049.0000000000000000
26, 4, 0, 1, 1, Inf, 216049.0000000000000000
27, 5, 0, 1, 1, Inf, 216049.0000000000000000
28, 6, 0, 1, 1, 387.6254558563232422, 216049.0000000000000000
29, 7, 0, 1, 1, 509.6831917762756348, 216049.0000000000000000
30, 8, 0, 1, 1, 985.2050542831420898, 216049.0000000000000000
31, 9, 0, 1, 1, Inf, 216049.0000000000000000
32, 10, 0, 1, 1, 941.1919116973876953, 216049.0000000000000000
33, 11, 0, 1, 1, 486.9156777858734131, 216049.0000000000000000
34, 12, 0, 1, 1, Inf, 216049.0000000000000000
35, 13, 0, 1, 1, Inf, 216049.0000000000000000
36, 14, 0, 1, 1, Inf, 216049.0000000000000000
37, 15, 0, 1, 1, Inf, 216049.0000000000000000
38, 16, 0, 1, 1, Inf, 216049.0000000000000000
41, 1, 0, 1, 1, Inf, 216049.0000000000000000
42, 2, 0, 1, 1, Inf, 216049.0000000000000000
43, 3, 0, 1, 1, Inf, 216049.0000000000000000
44, 4, 0, 1, 1, Inf, 216049.0000000000000000
45, 5, 0, 1, 1, Inf, 216049.0000000000000000
46, 6, 0, 1, 1, 387.6254558563232422, 216049.0000000000000000
47, 7, 0, 1, 1, 509.6831917762756348, 216049.0000000000000000
48, 8, 0, 1, 1, 985.2050542831420898, 216049.0000000000000000
49, 9, 0, 1, 1, Inf, 216049.0000000000000000
50, 10, 0, 1, 1, 941.1919116973876953, 216049.0000000000000000
51, 11, 0, 1, 1, 486.9156777858734131, 216049.0000000000000000
52, 12, 0, 1, 1, Inf, 216049.0000000000000000
53, 13, 0, 1, 1, Inf, 216049.0000000000000000
54, 14, 0, 1, 1, Inf, 216049.0000000000000000
55, 15, 0, 1, 1, Inf, 216049.0000000000000000
56, 16, 0, 1, 1, Inf, 216049.0000000000000000
59, 1, 0, 1, 1, Inf, 216049.0000000000000000
60, 2, 0, 1, 1, Inf, 216049.0000000000000000
61, 3, 0, 1, 1, Inf, 216049.0000000000000000
62, 4, 0, 1, 1, Inf, 216049.0000000000000000
63, 5, 0, 1, 1, Inf, 216049.0000000000000000
64, 6, 0, 1, 1, 387.6254558563232422, 216049.0000000000000000
65, 7, 0, 1, 1, 509.6831917762756348, 216049.0000000000000000
66, 8, 0, 1, 1, 985.2050542831420898, 216049.0000000000000000
67, 9, 0, 1, 1, Inf, 216049.0000000000000000
68, 10, 0, 1, 1, 941.1919116973876953, 216049.0000000000000000
69, 11, 0, 1, 1, 486.9156777858734131, 216049.0000000000000000
70, 12, 0, 1, 1, Inf, 216049.0000000000000000
71, 13, 0, 1, 1, Inf, 216049.0000000000000000
72, 14, 0, 1, 1, Inf, 216049.0000000000000000
73, 15, 0, 1, 1, Inf, 216049.0000000000000000
74, 16, 0, 1, 1, Inf, 216049.0000000000000000
77, 1, 0, 1, 1, Inf, 216049.0000000000000000
78, 2, 0, 1, 1, Inf, 216049.0000000000000000
79, 3, 0, 1, 1, Inf, 216049.0000000000000000
80, 4, 0, 1, 1, Inf, 216049.0000000000000000
81, 5, 0, 1, 1, Inf, 216049.0000000000000000
82, 6, 0, 1, 1, 387.6254558563232422, 216049.0000000000000000
83, 7, 0, 1, 1, 509.6831917762756348, 216049.0000000000000000
84, 8, 0, 1, 1, 985.2050542831420898, 216049.0000000000000000
85, 9, 0, 1, 1, Inf, 216049.0000000000000000
86, 10, 0, 1, 1, 941.1919116973876953, 216049.0000000000000000
87, 11, 0, 1, 1, 486.9156777858734131, 216049.0000000000000000
88, 12, 0, 1, 1, Inf, 216049.0000000000000000
89, 13, 0, 1, 1, Inf, 216049.0000000000000000
90, 14, 0, 1, 1, Inf, 216049.0000000000000000
91, 15, 0, 1, 1, Inf, 216049.0000000000000000
92, 16, 0, 1, 1, Inf, 216049.0000000000000000
95, 1, 1, 2, 2, Inf, 216148.0000000000291038
96, 2, 1, 2, 2, Inf, 216148.0000000000291038
97, 3, 1, 2, 2, Inf, 216148.0000000000291038
98, 4, 1, 2, 2, Inf, 216148.0000000000291038
99, 5, 1, 2, 2, Inf, 216148.0000000000291038
100, 6, 1, 2, 2, 387.6254558563232422, 216148.0000000000291038
101, 7, 1, 2, 2, 509.6831917762756348, 216148.0000000000291038
102, 8, 1, 2, 2, 985.2050542831420898, 216148.0000000000291038
103, 9, 1, 2, 2, Inf, 216148.0000000000291038
104, 10, 1, 2, 2, 941.1919116973876953, 216148.0000000000291038
105, 11, 1, 2, 2, 486.9156777858734131, 216148.0000000000291038
106, 12, 1, 2, 2, Inf, 216148.0000000000291038
107, 13, 1, 2, 2, Inf, 216148.0000000000291038
108, 14, 1, 2, 2, Inf, 216148.0000000000291038
109, 15, 1, 2, 2, Inf, 216148.0000000000291038
110, 16, 1, 2, 2, Inf, 216148.0000000000291038
113, 1, 0, 2, 2, Inf, 216148.0000000000291038
114, 2, 0, 2, 2, Inf, 216148.0000000000291038
115, 3, 0, 2, 2, Inf, 216148.0000000000291038
116, 4, 0, 2, 2, Inf, 216148.0000000000291038
117, 5, 0, 2, 2, Inf, 216148.0000000000291038
118, 6, 0, 2, 2, 387.6254558563232422, 216148.0000000000291038
119, 7, 0, 2, 2, 509.6831917762756348, 216148.0000000000291038
120, 8, 0, 2, 2, 985.2050542831420898, 216148.0000000000291038
121, 9, 0, 2, 2, Inf, 216148.0000000000291038
122, 10, 0, 2, 2, 941.1919116973876953, 216148.0000000000291038
123, 11, 0, 2, 2, 486.9156777858734131, 216148.0000000000291038
124, 12, 0, 2, 2, Inf, 216148.0000000000291038
125, 13, 0, 2, 2, Inf, 216148.0000000000291038
126, 14, 0, 2, 2, Inf, 216148.0000000000291038
127, 15, 0, 2, 2, Inf, 216148.0000000000291038
128, 16, 0, 2, 2, Inf, 216148.0000000000291038
131, 1, 0, 2, 2, Inf, 216148.0000000000291038
132, 2, 0, 2, 2, Inf, 216148.0000000000291038
133, 3, 0, 2, 2, Inf, 216148.0000000000291038
134, 4, 0, 2, 2, Inf, 216148.0000000000291038
135, 5, 0, 2, 2, Inf, 216148.0000000000291038
136, 6, 0, 2, 2, 387.6254558563232422, 216148.0000000000291038
137, 7, 0, 2, 2, 509.6831917762756348, 216148.0000000000291038
138, 8, 0, 2, 2, 985.2050542831420898, 216148.0000000000291038
139, 9, 0, 2, 2, Inf, 216148.0000000000291038
140, 10, 0, 2, 2, 941.1919116973876953, 216148.0000000000291038
141, 11, 0, 2, 2, 486.9156777858734131, 216148.0000000000291038
142, 12, 0, 2, 2, Inf, 216148.0000000000291038
143, 13, 0, 2, 2, Inf, 216148.0000000000291038
144, 14, 0, 2, 2, Inf, 216148.0000000000291038
145, 15, 0, 2, 2, Inf, 216148.0000000000291038
146, 16, 0, 2, 2, Inf, 216148.0000000000291038
149, 1, 0, 2, 2, Inf, 216148.0000000000291038
150, 2, 0, 2, 2, Inf, 216148.0000000000291038
151, 3, 0, 2, 2, Inf, 216148.0000000000291038
152, 4, 0, 2, 2, Inf, 216148.0000000000291038
153, 5, 0, 2, 2, Inf, 216148.0000000000291038
154, 6, 0, 2, 2, 387.6254558563232422, 216148.0000000000291038
155, 7, 0, 2, 2, 509.6831917762756348, 216148.0000000000291038
156, 8, 0, 2, 2, 985.2050542831420898, 216148.0000000000291038
157, 9, 0, 2, 2, Inf, 216148.0000000000291038
158, 10, 0, 2, 2, 941.1919116973876953, 216148.0000000000291038
159, 11, 0, 2, 2, 486.9156777858734131, 216148.0000000000291038
160, 12, 0, 2, 2, Inf, 216148.0000000000291038
161, 13, 0, 2, 2, Inf, 216148.0000000000291038
162, 14, 0, 2, 2, Inf, 216148.0000000000291038
163, 15, 0, 2, 2, Inf, 216148.0000000000291038
164, 16, 0, 2, 2, Inf, 216148.0000000000291038
167, 1, 0, 2, 2, Inf, 216148.0000000000291038
168, 2, 0, 2, 2, Inf, 216148.0000000000291038
169, 3, 0, 2, 2, Inf, 216148.0000000000291038
170, 4, 0, 2, 2, Inf, 216148.0000000000291038
171, 5, 0, 2, 2, Inf, 216148.0000000000291038
172, 6, 0, 2, 2, 387.6254558563232422, 216148.0000000000291038
173, 7, 0, 2, 2, 509.6831917762756348, 216148.0000000000291038
174, 8, 0, 2, 2, 985.2050542831420898, 216148.0000000000291038
175, 9, 0, 2, 2, Inf, 216148.0000000000291038
176, 10, 0, 2, 2, 941.1919116973876953, 216148.0000000000291038
177, 11, 0, 2, 2, 486.9156777858734131, 216148.0000000000291038
178, 12, 0, 2, 2, Inf, 216148.0000000000291038
179, 13, 0, 2, 2, Inf, 216148.0000000000291038
180, 14, 0, 2, 2, Inf, 216148.0000000000291038
181, 15, 0, 2, 2, Inf, 216148.0000000000291038
182, 16, 0, 2, 2, Inf, 216148.0000000000291038
185, 1, 1, 3, 3, Inf, 216248.0000000000291038
186, 2, 1, 3, 3, Inf, 216248.0000000000291038
187, 3, 1, 3, 3, Inf, 216248.0000000000291038
188, 4, 1, 3, 3, Inf, 216248.0000000000291038
189, 5, 1, 3, 3, Inf, 216248.0000000000291038
190, 6, 1, 3, 3, 387.6254558563232422, 216248.0000000000291038
191, 7, 1, 3, 3, 509.6831917762756348, 216248.0000000000291038
192, 8, 1, 3, 3, 985.2050542831420898, 216248.0000000000291038
193, 9, 1, 3, 3, Inf, 216248.0000000000291038
194, 10, 1, 3, 3, 941.1919116973876953, 216248.0000000000291038
195, 11, 1, 3, 3, 486.9156777858734131, 216248.0000000000291038
196, 12, 1, 3, 3, Inf, 216248.0000000000291038
197, 13, 1, 3, 3, Inf, 216248.0000000000291038
198, 14, 1, 3, 3, Inf, 216248.0000000000291038
199, 15, 1, 3, 3, Inf, 216248.0000000000291038
200, 16, 1, 3, 3, Inf, 216248.0000000000291038
203, 1, 0, 3, 3, Inf, 216248.0000000000291038
204, 2, 0, 3, 3, Inf, 216248.0000000000291038
205, 3, 0, 3, 3, Inf, 216248.0000000000291038
206, 4, 0, 3, 3, Inf, 216248.0000000000291038
207, 5, 0, 3, 3, Inf, 216248.0000000000291038
208, 6, 0, 3, 3, 387.6254558563232422, 216248.0000000000291038
209, 7, 0, 3, 3, 509.6831917762756348, 216248.0000000000291038
210, 8, 0, 3, 3, 985.2050542831420898, 216248.0000000000291038
211, 9, 0, 3, 3, Inf, 216248.0000000000291038
212, 10, 0, 3, 3, 941.1919116973876953, 216248.0000000000291038
213, 11, 0, 3, 3, 486.9156777858734131, 216248.0000000000291038
214, 12, 0, 3, 3, Inf, 216248.0000000000291038
215, 13, 0, 3, 3, Inf, 216248.0000000000291038
216, 14, 0, 3, 3, Inf, 216248.0000000000291038
217, 15, 0, 3, 3, Inf, 216248.0000000000291038
218, 16, 0, 3, 3, Inf, 216248.0000000000291038
221, 1, 0, 3, 3, Inf, 216248.0000000000291038
222, 2, 0, 3, 3, Inf, 216248.0000000000291038
223, 3, 0, 3, 3, Inf, 216248.0000000000291038
224, 4, 0, 3, 3, Inf, 216248.0000000000291038
225, 5, 0, 3, 3, Inf, 216248.0000000000291038
226, 6, 0, 3, 3, 387.6254558563232422, 216248.0000000000291038
227, 7, 0, 3, 3, 509.6831917762756348, 216248.0000000000291038
228, 8, 0, 3, 3, 985.2050542831420898, 216248.0000000000291038
229, 9, 0, 3, 3, Inf, 216248.0000000000291038
230, 10, 0, 3, 3, 941.1919116973876953, 216248.0000000000291038
231, 11, 0, 3, 3, 486.9156777858734131, 216248.0000000000291038
232, 12, 0, 3, 3, Inf, 216248.0000000000291038
233, 13, 0, 3, 3, Inf, 216248.0000000000291038
234, 14, 0, 3, 3, Inf, 216248.0000000000291038
235, 15, 0, 3, 3, Inf, 216248.0000000000291038
236, 16, 0, 3, 3, Inf, 216248.0000000000291038
239, 1, 0, 3, 3, Inf, 216248.0000000000291038
240, 2, 0, 3, 3, Inf, 216248.0000000000291038
