2, 1, 1, 1, 0.0000000000001406, 0.0000000000000856, 216029.0000000000291038
4, 0, 1, 1, 0.0000000000001406, 0.0000000000000856, 216029.0000000000291038
22, 0, 1, 1, 0.0000000000001406, 0.0000000000000856, 216029.0000000000291038
40, 1, 2, 2, 0.0000000000001406, 0.0000000000000856, 216080.0000000000000000
58, 0, 2, 2, 0.0000000000001406, 0.0000000000000856, 216080.0000000000000000
76, 1, 3, 3, 0.0000000000001406, 0.0000000000000856, 216120.0000000000000000
94, 0, 3, 3, 0.0000000000001406, 0.0000000000000856, 216120.0000000000000000
112, 1, 4, 4, 0.0000000000001406, 0.0000000000000856, 216160.0000000000291038
130, 0, 4, 4, 0.0000000000001406, 0.0000000000000856, 216160.0000000000291038
148, 1, 5, 5, 0.0000000000001405, 0.0000000000000856, 216200.0000000000291038
166, 0, 5, 5, 0.0000000000001405, 0.0000000000000856, 216200.0000000000291038
184, 1, 6, 6, 0.0000000000001406, 0.0000000000000856, 216240.0000000000000000
202, 0, 6, 6, 0.0000000000001406, 0.0000000000000856, 216240.0000000000000000
220, 1, 7, 7, 0.0000000000001406, 0.0000000000000856, 216280.0000000000000000
238, 0, 7, 7, 0.0000000000001406, 0.0000000000000856, 216280.0000000000000000
256, 1, 8, 8, 0.0000000000001406, 0.0000000000000856, 216320.0000000000291038
274, 0, 8, 8, 0.0000000000001406, 0.0000000000000856, 216320.0000000000291038
292, 1, 9, 9, 0.0000000000001405, 0.0000000000000856, 216360.0000000000000000
310, 0, 9, 9, 0.0000000000001405, 0.0000000000000856, 216360.0000000000000000
328, 1, 10, 10, 0.0000000000001405, 0.0000000000000856, 216400.0000000000000000
346, 0, 10, 10, 0.0000000000001405, 0.0000000000000856, 216400.0000000000000000
364, 1, 11, 11, 0.0000000000001406, 0.0000000000000856, 216439.0000000000291038
382, 0, 11, 11, 0.0000000000001406, 0.0000000000000856, 216439.0000000000291038
400, 1, 12, 12, 0.0000000000001406, 0.0000000000000856, 216480.0000000000291038
418, 0, 12, 12, 0.0000000000001406, 0.0000000000000856, 216480.0000000000291038
436, 1, 13, 13, 0.0000000000001406, 0.0000000000000856, 216520.0000000000000000
454, 0, 13, 13, 0.0000000000001406, 0.0000000000000856, 216520.0000000000000000
472, 1, 14, 14, 0.0000000000001405, 0.0000000000000856, 216560.0000000000000000
490, 0, 14, 14, 0.0000000000001405, 0.0000000000000856, 216560.0000000000000000
508, 1, 15, 15, 0.0000000000001406, 0.0000000000000856, 216600.0000000000291038
526, 0, 15, 15, 0.0000000000001406, 0.0000000000000856, 216600.0000000000291038
544, 1, 16, 16, 0.0000000000001406, 0.0000000000000856, 216638.0000000000000000
562, 0, 16, 16, 0.0000000000001406, 0.0000000000000856, 216638.0000000000000000
580, 1, 17, 17, 0.0000000000001406, 0.0000000000000856, 216680.0000000000000000
598, 0, 17, 17, 0.0000000000001406, 0.0000000000000856, 216680.0000000000000000
616, 1, 18, 18, 0.0000000000001405, 0.0000000000000856, 216720.0000000000291038
634, 0, 18, 18, 0.0000000000001405, 0.0000000000000856, 216720.0000000000291038
652, 1, 19, 19, 0.0000000000001405, 0.0000000000000857, 216760.0000000000291038
670, 0, 19, 19, 0.0000000000001405, 0.0000000000000857, 216760.0000000000291038
688, 1, 20, 20, 0.0000000000001406, 0.0000000000000857, 216800.0000000000000000
706, 0, 20, 20, 0.0000000000001406, 0.0000000000000857, 216800.0000000000000000
724, 1, 21, 21, 0.0000000000001406, 0.0000000000000856, 216840.0000000000000000
742, 0, 21, 21, 0.0000000000001406, 0.0000000000000856, 216840.0000000000000000
760, 1, 22, 22, 0.0000000000001405, 0.0000000000000856, 216880.0000000000291038
778, 0, 22, 22, 0.0000000000001405, 0.0000000000000856, 216880.0000000000291038
796, 1, 23, 23, 0.0000000000001405, 0.0000000000000856, 216920.0000000000291038
814, 0, 23, 23, 0.0000000000001405, 0.0000000000000856, 216920.0000000000291038
832, 1, 24, 24, 0.0000000000001406, 0.0000000000000857, 216960.0000000000000000
850, 0, 24, 24, 0.0000000000001406, 0.0000000000000857, 216960.0000000000000000
868, 1, 25, 25, 0.0000000000001406, 0.0000000000000857, 217000.0000000000000000
890, 0, 25, 25, 0.0000000000001406, 0.0000000000000857, 217000.0000000000000000
908, 1, 26, 26, 0.0000000000001405, 0.0000000000000856, 217040.0000000000291038
930, 0, 26, 26, 0.0000000000001405, 0.0000000000000856, 217040.0000000000291038
948, 1, 27, 27, 0.0000000000001405, 0.0000000000000856, 217080.0000000000000000
972, 0, 27, 27, 0.0000000000001405, 0.0000000000000856, 217080.0000000000000000
990, 1, 28, 28, 0.0000000000001406, 0.0000000000000857, 217120.0000000000000000
1012, 0, 28, 28, 0.0000000000001406, 0.0000000000000857, 217120.0000000000000000
1030, 1, 29, 29, 0.0000000000001406, 0.0000000000000857, 217160.0000000000291038
1052, 0, 29, 29, 0.0000000000001406, 0.0000000000000857, 217160.0000000000291038
1070, 1, 30, 30, 0.0000000000001405, 0.0000000000000856, 217200.0000000000291038
1094, 0, 30, 30, 0.0000000000001405, 0.0000000000000856, 217200.0000000000291038
1112, 1, 31, 31, 0.0000000000001405, 0.0000000000000856, 217240.0000000000000000
1134, 0, 31, 31, 0.0000000000001405, 0.0000000000000856, 217240.0000000000000000
1152, 1, 32, 32, 0.0000000000001406, 0.0000000000000857, 217280.0000000000000000
1176, 0, 32, 32, 0.0000000000001406, 0.0000000000000857, 217280.0000000000000000
1194, 1, 33, 33, 0.0000000000001406, 0.0000000000000857, 217320.0000000000291038
1216, 0, 33, 33, 0.0000000000001406, 0.0000000000000857, 217320.0000000000291038
1234, 1, 34, 34, 0.0000000000001405, 0.0000000000000857, 217360.0000000000000000
1256, 0, 34, 34, 0.0000000000001405, 0.0000000000000857, 217360.0000000000000000
1274, 1, 35, 35, 0.0000000000001406, 0.0000000000000857, 217400.0000000000000000
1298, 0, 35, 35, 0.0000000000001406, 0.0000000000000857, 217400.0000000000000000
1316, 1, 36, 36, 0.0000000000001406, 0.0000000000000857, 217440.0000000000291038
1338, 0, 36, 36, 0.0000000000001406, 0.0000000000000857, 217440.0000000000291038
1356, 1, 37, 37, 0.0000000000001406, 0.0000000000000857, 217480.0000000000291038
1378, 0, 37, 37, 0.0000000000001406, 0.0000000000000857, 217480.0000000000291038
