5, 1, Inf, 1, 216049.0000000000000000
6, 2, Inf, 1, 216049.0000000000000000
7, 3, Inf, 1, 216049.0000000000000000
8, 4, Inf, 1, 216049.0000000000000000
9, 5, Inf, 1, 216049.0000000000000000
10, 6, 387.6254558563232422, 1, 216049.0000000000000000
11, 7, 509.6831917762756348, 1, 216049.0000000000000000
12, 8, 985.2050542831420898, 1, 216049.0000000000000000
13, 9, Inf, 1, 216049.0000000000000000
14, 10, 941.1919116973876953, 1, 216049.0000000000000000
15, 11, 486.9156777858734131, 1, 216049.0000000000000000
16, 12, Inf, 1, 216049.0000000000000000
17, 13, Inf, 1, 216049.0000000000000000
18, 14, Inf, 1, 216049.0000000000000000
19, 15, Inf, 1, 216049.0000000000000000
20, 16, Inf, 1, 216049.0000000000000000
23, 1, Inf, 1, 216049.0000000000000000
24, 2, Inf, 1, 216049.0000000000000000
25, 3, Inf, 1, 216049.0000000000000000
26, 4, Inf, 1, 216049.0000000000000000
27, 5, Inf, 1, 216049.0000000000000000
28, 6, 387.6254558563232422, 1, 216049.0000000000000000
29, 7, 509.6831917762756348, 1, 216049.0000000000000000
30, 8, 985.2050542831420898, 1, 216049.0000000000000000
31, 9, Inf, 1, 216049.0000000000000000
32, 10, 941.1919116973876953, 1, 216049.0000000000000000
33, 11, 486.9156777858734131, 1, 216049.0000000000000000
34, 12, Inf, 1, 216049.0000000000000000
35, 13, Inf, 1, 216049.0000000000000000
36, 14, Inf, 1, 216049.0000000000000000
37, 15, Inf, 1, 216049.0000000000000000
38, 16, Inf, 1, 216049.0000000000000000
41, 1, Inf, 1, 216049.0000000000000000
42, 2, Inf, 1, 216049.0000000000000000
43, 3, Inf, 1, 216049.0000000000000000
44, 4, Inf, 1, 216049.0000000000000000
45, 5, Inf, 1, 216049.0000000000000000
46, 6, 387.6254558563232422, 1, 216049.0000000000000000
47, 7, 509.6831917762756348, 1, 216049.0000000000000000
48, 8, 985.2050542831420898, 1, 216049.0000000000000000
49, 9, Inf, 1, 216049.0000000000000000
50, 10, 941.1919116973876953, 1, 216049.0000000000000000
51, 11, 486.9156777858734131, 1, 216049.0000000000000000
52, 12, Inf, 1, 216049.0000000000000000
53, 13, Inf, 1, 216049.0000000000000000
54, 14, Inf, 1, 216049.0000000000000000
55, 15, Inf, 1, 216049.0000000000000000
56, 16, Inf, 1, 216049.0000000000000000
59, 1, Inf, 1, 216049.0000000000000000
60, 2, Inf, 1, 216049.0000000000000000
61, 3, Inf, 1, 216049.0000000000000000
62, 4, Inf, 1, 216049.0000000000000000
63, 5, Inf, 1, 216049.0000000000000000
64, 6, 387.6254558563232422, 1, 216049.0000000000000000
65, 7, 509.6831917762756348, 1, 216049.0000000000000000
66, 8, 985.2050542831420898, 1, 216049.0000000000000000
67, 9, Inf, 1, 216049.0000000000000000
68, 10, 941.1919116973876953, 1, 216049.0000000000000000
69, 11, 486.9156777858734131, 1, 216049.0000000000000000
70, 12, Inf, 1, 216049.0000000000000000
71, 13, Inf, 1, 216049.0000000000000000
72, 14, Inf, 1, 216049.0000000000000000
73, 15, Inf, 1, 216049.0000000000000000
74, 16, Inf, 1, 216049.0000000000000000
77, 1, Inf, 1, 216049.0000000000000000
78, 2, Inf, 1, 216049.0000000000000000
79, 3, Inf, 1, 216049.0000000000000000
80, 4, Inf, 1, 216049.0000000000000000
81, 5, Inf, 1, 216049.0000000000000000
82, 6, 387.6254558563232422, 1, 216049.0000000000000000
83, 7, 509.6831917762756348, 1, 216049.0000000000000000
84, 8, 985.2050542831420898, 1, 216049.0000000000000000
85, 9, Inf, 1, 216049.0000000000000000
86, 10, 941.1919116973876953, 1, 216049.0000000000000000
87, 11, 486.9156777858734131, 1, 216049.0000000000000000
88, 12, Inf, 1, 216049.0000000000000000
89, 13, Inf, 1, 216049.0000000000000000
90, 14, Inf, 1, 216049.0000000000000000
91, 15, Inf, 1, 216049.0000000000000000
92, 16, Inf, 1, 216049.0000000000000000
95, 1, Inf, 1, 216148.0000000000291038
96, 2, Inf, 1, 216148.0000000000291038
97, 3, Inf, 1, 216148.0000000000291038
98, 4, Inf, 1, 216148.0000000000291038
99, 5, Inf, 1, 216148.0000000000291038
100, 6, 387.6254558563232422, 1, 216148.0000000000291038
